state,county,start_time,duration,min_customers,max_customers,mean_customers
New Jersey,Hudson,8/9/2017 12:00,0.25,545,545,545
New Jersey,Hudson,8/9/2017 20:00,0.25,6014,6014,6014
New Jersey,Hudson,8/10/2017 1:15,0.5,201,201,201
New Jersey,Hudson,8/10/2017 20:00,0.25,241,241,241
New Jersey,Hudson,8/10/2017 20:45,0.5,5409,5409,5409
New Jersey,Hudson,8/12/2017 5:30,1,422,844,528
New Jersey,Hudson,8/19/2017 19:00,0.5,223,223,223
New Jersey,Hudson,8/24/2017 3:15,0.25,502,502,502
New Jersey,Hudson,8/24/2017 8:15,1.75,1185,3539,2893
New Jersey,Hudson,8/24/2017 20:45,2.5,310,314,312
New Jersey,Hudson,8/28/2017 0:15,0.25,510,510,510
New Jersey,Hudson,8/29/2017 1:45,1.25,226,248,239
New Jersey,Hudson,8/29/2017 6:00,0.25,1309,1309,1309
New Jersey,Hudson,9/8/2017 22:45,0.5,1389,3924,2657
New Jersey,Hudson,9/9/2017 0:00,0.25,1389,1389,1389
New Jersey,Hudson,9/9/2017 2:15,0.25,236,236,236
New Jersey,Hudson,9/12/2017 21:45,0.5,360,360,360
New Jersey,Hudson,9/13/2017 6:15,0.25,725,725,725
New Jersey,Hudson,9/14/2017 0:30,0.5,966,966,966
New Jersey,Hudson,9/15/2017 2:30,1.75,287,2392,1656
New Jersey,Hudson,9/15/2017 12:30,0.25,727,727,727
New Jersey,Hudson,9/17/2017 17:30,1.75,1201,1202,1202
New Jersey,Hudson,9/25/2017 11:30,0.25,1123,1123,1123
New Jersey,Hudson,9/27/2017 1:15,1.5,775,823,815
New Jersey,Hudson,9/27/2017 3:00,0.5,1545,1545,1545
New Jersey,Hudson,9/28/2017 15:15,0.5,1369,1369,1369
New Jersey,Hudson,10/8/2017 17:45,0.5,2396,2396,2396
New Jersey,Hudson,10/11/2017 18:45,1.25,232,364,335
New Jersey,Hudson,10/11/2017 21:00,0.5,1073,2299,1686
New Jersey,Hudson,10/12/2017 5:00,1.25,3023,3025,3024
New Jersey,Hudson,10/12/2017 16:15,0.75,203,203,203
New Jersey,Hudson,10/16/2017 22:30,0.25,1318,1318,1318
New Jersey,Hudson,10/18/2017 5:00,2.75,5614,9816,9434
New Jersey,Hudson,10/18/2017 14:00,0.75,715,716,716
New Jersey,Hudson,10/22/2017 11:30,4.5,203,326,310
New Jersey,Hudson,10/24/2017 12:00,0.5,1952,1953,1953
New Jersey,Hudson,10/24/2017 17:00,0.5,2575,2575,2575
New Jersey,Hudson,11/2/2017 1:15,0.5,2463,2463,2463
New Jersey,Hudson,11/6/2017 7:00,0.25,512,512,512
New Jersey,Hudson,11/6/2017 9:15,1.5,512,512,512
New Jersey,Hudson,11/8/2017 15:45,0.5,3229,3229,3229
New Jersey,Hudson,11/9/2017 6:30,0.25,4051,4051,4051
New Jersey,Hudson,11/10/2017 20:45,0.25,541,541,541
New Jersey,Hudson,11/14/2017 23:00,0.25,1477,1477,1477
New Jersey,Hudson,11/17/2017 10:30,0.5,355,355,355
New Jersey,Hudson,11/19/2017 13:15,1.25,630,883,681
New Jersey,Hudson,11/20/2017 3:30,0.25,5419,5419,5419
New Jersey,Hudson,11/24/2017 13:30,2.75,206,208,206
New Jersey,Hudson,12/6/2017 6:15,1,1004,1018,1011
New Jersey,Hudson,12/7/2017 2:00,0.25,369,369,369
New Jersey,Hudson,12/8/2017 7:30,0.5,608,608,608
New Jersey,Hudson,12/11/2017 7:45,0.25,15727,15727,15727
New Jersey,Hudson,12/12/2017 15:15,1,1684,1686,1685
New Jersey,Hudson,12/16/2017 7:00,0.25,1280,1280,1280
New Jersey,Hudson,12/16/2017 10:45,0.25,1277,1277,1277
New Jersey,Hudson,12/19/2017 15:00,0.75,205,205,205
New Jersey,Hudson,12/21/2017 14:15,0.25,726,726,726
New Jersey,Hudson,12/23/2017 12:00,0.25,2062,2062,2062
New Jersey,Hudson,12/24/2017 1:45,0.75,637,637,637
New Jersey,Hudson,1/5/2018 4:45,0.25,1315,1315,1315
New Jersey,Hudson,1/7/2018 0:30,1.75,1000,1062,1041
New Jersey,Hudson,1/8/2018 19:15,1.5,2637,2648,2644
New Jersey,Hudson,1/9/2018 15:30,1.25,1307,2180,1482
New Jersey,Hudson,1/10/2018 3:30,1,515,11344,6892
New Jersey,Hudson,1/11/2018 8:15,0.25,2598,2598,2598
New Jersey,Hudson,1/11/2018 18:45,0.25,516,516,516
New Jersey,Hudson,1/12/2018 12:45,3,971,1934,1241
New Jersey,Hudson,1/12/2018 16:30,2.5,207,207,207
New Jersey,Hudson,1/12/2018 19:30,0.75,207,207,207
New Jersey,Hudson,1/13/2018 2:45,0.25,2494,2494,2494
New Jersey,Hudson,1/14/2018 15:15,0.5,4367,4367,4367
New Jersey,Hudson,1/15/2018 13:30,1.25,1938,2025,1968
New Jersey,Hudson,1/17/2018 15:30,0.5,3175,3458,3317
New Jersey,Hudson,1/17/2018 16:30,4,277,2330,1247
New Jersey,Hudson,1/17/2018 20:30,0.25,962,962,962
New Jersey,Hudson,1/17/2018 20:45,0.5,964,1218,1091
New Jersey,Hudson,1/17/2018 21:15,0.25,1218,1218,1218
New Jersey,Hudson,1/17/2018 21:30,0.75,1218,1218,1218
New Jersey,Hudson,1/18/2018 7:30,0.25,2388,2388,2388
New Jersey,Hudson,1/22/2018 22:15,0.25,1192,1192,1192
New Jersey,Hudson,1/25/2018 1:15,0.25,428,428,428
New Jersey,Hudson,1/27/2018 15:00,0.25,3225,3225,3225
New Jersey,Hudson,1/31/2018 23:45,0.25,515,515,515
New Jersey,Hudson,2/2/2018 4:30,4,768,2706,1069
New Jersey,Hudson,2/12/2018 1:15,0.75,968,968,968
New Jersey,Hudson,2/13/2018 12:30,0.25,1847,1847,1847
New Jersey,Hudson,2/18/2018 3:45,2,2958,5948,4091
New Jersey,Hudson,2/18/2018 6:00,0.5,6190,6233,6212
New Jersey,Hudson,2/20/2018 14:30,0.25,579,579,579
New Jersey,Hudson,2/21/2018 22:15,1.75,202,290,277
New Jersey,Hudson,2/22/2018 0:15,0.25,348,348,348
New Jersey,Hudson,2/22/2018 4:30,0.75,994,994,994
New Jersey,Hudson,2/25/2018 14:30,0.5,1254,1254,1254
New Jersey,Hudson,2/28/2018 3:30,0.5,470,470,470
New Jersey,Hudson,3/2/2018 20:00,0.5,1061,1078,1070
New Jersey,Hudson,3/5/2018 3:15,1.75,1835,1839,1838
New Jersey,Hudson,3/5/2018 5:15,3.75,219,219,219
New Jersey,Hudson,3/8/2018 0:00,2.75,371,494,399
New Jersey,Hudson,3/8/2018 3:00,18.25,200,379,267
New Jersey,Hudson,3/13/2018 11:15,1.25,208,208,208
New Jersey,Hudson,3/18/2018 4:15,2.5,9108,18491,17118
New Jersey,Hudson,3/19/2018 15:30,0.25,12493,12493,12493
New Jersey,Hudson,3/22/2018 14:45,1.5,4506,4511,4509
New Jersey,Hudson,3/29/2018 13:45,1.75,242,244,243
New Jersey,Hudson,4/3/2018 7:45,1,649,649,649
New Jersey,Hudson,4/11/2018 17:45,0.75,201,202,202
New Jersey,Hudson,4/13/2018 3:30,0.25,2718,2718,2718
New Jersey,Hudson,4/13/2018 12:00,0.25,4085,4085,4085
New Jersey,Hudson,4/18/2018 6:00,4.75,335,338,336
New Jersey,Hudson,4/26/2018 5:15,4.5,212,1741,807
New Jersey,Hudson,4/28/2018 13:30,0.25,2752,2752,2752
New Jersey,Hudson,5/1/2018 21:15,0.5,5624,5624,5624
New Jersey,Hudson,5/3/2018 2:00,1,1424,1472,1449
New Jersey,Hudson,5/4/2018 0:45,0.25,1360,1360,1360
New Jersey,Hudson,5/9/2018 5:45,0.5,3777,4007,3892
New Jersey,Hudson,5/13/2018 20:15,1,1379,1380,1380
New Jersey,Hudson,5/15/2018 22:00,8,212,1490,848
New Jersey,Hudson,5/16/2018 16:15,5.75,223,1724,579
New Jersey,Hudson,5/19/2018 16:15,0.25,2649,2649,2649
New Jersey,Hudson,5/19/2018 18:45,2.5,601,1039,951
New Jersey,Hudson,5/20/2018 12:45,0.25,1381,1381,1381
New Jersey,Hudson,5/20/2018 14:00,0.25,1343,1343,1343
New Jersey,Hudson,5/24/2018 15:45,0.25,840,840,840
New Jersey,Hudson,5/28/2018 20:15,1.25,335,348,344
New Jersey,Hudson,5/31/2018 11:15,0.25,649,649,649
New Jersey,Hudson,6/1/2018 0:15,0.25,1774,1774,1774
New Jersey,Hudson,6/6/2018 13:30,0.25,3358,3358,3358
New Jersey,Hudson,6/7/2018 13:45,0.25,612,612,612
New Jersey,Hudson,6/9/2018 10:15,2.25,205,205,205
New Jersey,Hudson,6/10/2018 12:00,1.25,320,417,382
New Jersey,Hudson,6/11/2018 13:30,2,299,366,345
New Jersey,Hudson,6/13/2018 20:00,2.5,2159,2161,2160
New Jersey,Hudson,6/19/2018 6:00,1,284,288,286
New Jersey,Hudson,6/19/2018 7:30,1,5388,5448,5404
New Jersey,Hudson,6/19/2018 9:30,0.25,3353,3353,3353
New Jersey,Hudson,6/25/2018 21:30,1,1660,4877,3297
New Jersey,Hudson,6/26/2018 1:15,1.5,1029,1035,1032
New Jersey,Hudson,6/26/2018 10:15,0.25,1031,1031,1031
New Jersey,Hudson,6/26/2018 14:45,0.5,1676,1677,1677
New Jersey,Hudson,6/27/2018 1:30,2.5,239,242,240
New Jersey,Hudson,6/28/2018 23:45,0.25,1541,1541,1541
New Jersey,Hudson,7/2/2018 3:00,1,3973,3992,3982
New Jersey,Hudson,7/4/2018 0:15,3,317,1075,394
New Jersey,Hudson,7/7/2018 15:45,2.25,547,548,548
New Jersey,Hudson,7/8/2018 16:45,0.25,646,646,646
New Jersey,Hudson,7/10/2018 19:30,0.25,2999,2999,2999
New Jersey,Hudson,7/15/2018 17:00,0.5,388,388,388
New Jersey,Hudson,7/16/2018 2:15,0.25,3942,3942,3942
New Jersey,Hudson,7/17/2018 16:30,0.5,537,537,537
New Jersey,Hudson,7/17/2018 23:00,0.75,637,638,638
New Jersey,Hudson,7/19/2018 1:45,1.5,2157,2213,2197
New Jersey,Hudson,7/22/2018 10:15,0.25,1337,1337,1337
New Jersey,Hudson,7/23/2018 21:45,0.5,443,468,456
New Jersey,Hudson,7/29/2018 0:30,0.75,1222,2667,2179
New Jersey,Hudson,7/30/2018 7:45,0.75,10411,10411,10411
New Jersey,Hudson,8/5/2018 23:15,0.25,215,215,215
New Jersey,Hudson,8/6/2018 0:30,0.25,212,212,212
New Jersey,Hudson,8/9/2018 7:45,0.75,264,282,270
New Jersey,Hudson,8/11/2018 10:30,2.25,1481,1578,1510
New Jersey,Hudson,8/20/2018 4:45,0.25,1543,1543,1543
New Jersey,Hudson,8/24/2018 14:15,1,970,2825,2356
New Jersey,Hudson,8/29/2018 11:15,2,466,494,475
New Jersey,Hudson,8/30/2018 1:45,1,1571,1576,1574
New Jersey,Hudson,8/31/2018 1:15,0.25,1263,1263,1263
New Jersey,Hudson,9/5/2018 5:30,0.5,1683,1683,1683
New Jersey,Hudson,9/9/2018 15:00,1,332,333,333
New Jersey,Hudson,9/10/2018 2:30,0.25,699,699,699
New Jersey,Hudson,9/12/2018 14:30,0.25,968,968,968
New Jersey,Hudson,9/18/2018 17:15,0.75,204,205,204
New Jersey,Hudson,9/25/2018 20:45,1.25,364,375,369
New Jersey,Hudson,10/1/2018 12:00,1.25,340,1834,639
New Jersey,Hudson,10/3/2018 13:15,0.25,276,276,276
New Jersey,Hudson,10/4/2018 0:30,0.25,217,217,217
New Jersey,Hudson,10/11/2018 14:15,0.5,298,2004,1151
New Jersey,Hudson,10/12/2018 12:45,0.5,1055,1939,1497
New Jersey,Hudson,10/14/2018 12:45,0.25,578,578,578
New Jersey,Hudson,10/16/2018 11:30,0.25,578,578,578
New Jersey,Hudson,10/16/2018 16:45,0.75,2014,2014,2014
New Jersey,Hudson,10/21/2018 21:45,2.5,237,1042,749
New Jersey,Hudson,10/22/2018 14:45,1.25,1473,1482,1477
New Jersey,Hudson,10/22/2018 16:45,0.5,1475,1475,1475
New Jersey,Hudson,10/23/2018 6:30,0.5,219,219,219
New Jersey,Hudson,10/26/2018 6:30,1.25,1660,1660,1660
New Jersey,Hudson,10/27/2018 14:30,2,619,669,632
New Jersey,Hudson,10/27/2018 22:45,3.25,694,694,694
New Jersey,Hudson,11/2/2018 5:45,0.75,388,389,388
New Jersey,Hudson,11/2/2018 18:15,0.5,10362,10385,10374
New Jersey,Hudson,11/3/2018 0:45,0.25,388,388,388
New Jersey,Hudson,11/3/2018 3:45,0.5,613,617,615
New Jersey,Hudson,11/6/2018 13:15,0.25,4616,4616,4616
New Jersey,Hudson,11/9/2018 18:00,1.75,416,418,417
New Jersey,Hudson,11/13/2018 4:30,0.5,1432,1435,1434
New Jersey,Hudson,11/15/2018 21:45,5,1484,1586,1537
New Jersey,Hudson,11/16/2018 16:15,1,432,436,434
New Jersey,Hudson,11/17/2018 17:00,0.5,860,860,860
New Jersey,Hudson,11/20/2018 17:30,1.5,332,334,333
New Jersey,Hudson,11/22/2018 7:45,2,547,621,557
New Jersey,Hudson,11/22/2018 11:15,0.25,308,308,308
New Jersey,Hudson,11/23/2018 12:00,0.5,382,383,383
New Jersey,Hudson,12/2/2018 20:30,7.5,212,5002,1176
New Jersey,Hudson,12/3/2018 17:15,1.5,2017,24968,18675
New Jersey,Hudson,12/13/2018 5:30,0.25,2033,2033,2033
New Jersey,Hudson,12/15/2018 21:45,1,630,630,630
New Jersey,Hudson,12/15/2018 23:30,0.25,630,630,630
New Jersey,Hudson,12/17/2018 18:30,0.25,732,732,732
New Jersey,Hudson,12/20/2018 1:30,0.25,2399,2399,2399
New Jersey,Hudson,12/20/2018 2:15,0.25,819,819,819
New Jersey,Hudson,12/20/2018 14:30,1.5,2916,10227,8669
New Jersey,Hudson,12/21/2018 10:15,5,3211,8012,4535
New Jersey,Hudson,12/21/2018 16:15,2.25,1147,7626,4141
New Jersey,Hudson,12/25/2018 14:45,0.25,980,980,980
New Jersey,Hudson,12/29/2018 7:15,0.5,1102,1102,1102
New Jersey,Hudson,12/29/2018 21:00,0.5,1251,1254,1253
New Jersey,Hudson,1/1/2019 11:15,1.25,242,4217,2083
New Jersey,Hudson,1/7/2019 3:00,0.75,852,855,854
New Jersey,Hudson,1/12/2019 7:30,0.75,245,245,245
New Jersey,Hudson,1/20/2019 19:30,2.25,209,211,210
New Jersey,Hudson,1/25/2019 21:45,0.75,830,4509,3282
New Jersey,Hudson,1/26/2019 16:00,0.5,770,770,770
New Jersey,Hudson,1/28/2019 16:45,0.25,225,225,225
New Jersey,Hudson,1/29/2019 16:45,1,218,221,220
New Jersey,Hudson,1/29/2019 19:00,0.25,786,786,786
New Jersey,Hudson,1/30/2019 15:45,1.75,1223,1227,1224
New Jersey,Hudson,1/30/2019 21:15,0.75,3080,3081,3080
New Jersey,Hudson,2/2/2019 17:45,0.25,1470,1470,1470
New Jersey,Hudson,2/2/2019 18:45,5.5,233,1188,349
New Jersey,Hudson,2/4/2019 20:00,0.25,6779,6779,6779
New Jersey,Hudson,2/7/2019 1:15,1.5,366,495,452
New Jersey,Hudson,2/7/2019 4:15,0.25,1386,1386,1386
New Jersey,Hudson,2/10/2019 11:30,2,458,458,458
New Jersey,Hudson,2/18/2019 5:00,0.25,2440,2440,2440
New Jersey,Hudson,2/19/2019 20:45,0.25,942,942,942
New Jersey,Hudson,2/21/2019 18:45,2.25,226,404,360
New Jersey,Hudson,2/21/2019 23:45,1.75,577,633,617
New Jersey,Hudson,2/25/2019 15:30,0.5,206,206,206
New Jersey,Hudson,2/27/2019 22:00,0.25,726,726,726
New Jersey,Hudson,3/1/2019 9:00,0.75,387,387,387
New Jersey,Hudson,3/3/2019 23:45,1.5,1435,1461,1448
New Jersey,Hudson,3/4/2019 1:30,1,1446,1472,1456
New Jersey,Hudson,3/4/2019 5:15,0.5,4900,4902,4901
New Jersey,Hudson,3/4/2019 11:00,0.25,211,211,211
New Jersey,Hudson,3/4/2019 12:00,0.25,264,264,264
New Jersey,Hudson,3/4/2019 12:30,4,262,265,264
New Jersey,Hudson,3/5/2019 22:00,0.25,381,381,381
New Jersey,Hudson,3/7/2019 1:15,0.75,316,316,316
New Jersey,Hudson,3/7/2019 17:30,1.75,317,317,317
New Jersey,Hudson,3/10/2019 11:30,0.25,817,817,817
New Jersey,Hudson,3/10/2019 17:30,1,223,264,235
New Jersey,Hudson,3/11/2019 2:15,0.25,373,373,373
New Jersey,Hudson,3/13/2019 8:30,1.5,1951,2007,1979
New Jersey,Hudson,3/14/2019 16:45,0.5,284,284,284
New Jersey,Hudson,3/16/2019 1:45,1.25,1443,1479,1462
New Jersey,Hudson,3/21/2019 0:15,0.25,778,778,778
New Jersey,Hudson,3/23/2019 19:30,1,272,1309,1050
New Jersey,Hudson,3/26/2019 20:45,0.25,499,499,499
New Jersey,Hudson,3/28/2019 7:45,0.25,630,630,630
New Jersey,Hudson,3/30/2019 0:30,0.75,810,811,811
New Jersey,Hudson,3/30/2019 1:30,0.25,2660,2660,2660
New Jersey,Hudson,4/1/2019 16:00,0.75,906,911,909
New Jersey,Hudson,4/2/2019 5:00,2,2196,2196,2196
New Jersey,Hudson,4/5/2019 12:45,1,3706,5034,4045
New Jersey,Hudson,4/6/2019 6:30,0.5,2652,2652,2652
New Jersey,Hudson,4/6/2019 12:30,1.5,316,319,318
New Jersey,Hudson,4/8/2019 12:00,0.25,877,877,877
New Jersey,Hudson,4/10/2019 4:45,1.75,312,646,554
New Jersey,Hudson,4/10/2019 18:15,0.5,3049,4962,4006
New Jersey,Hudson,4/10/2019 19:15,0.25,1599,1599,1599
New Jersey,Hudson,4/11/2019 11:15,0.5,680,680,680
New Jersey,Hudson,4/13/2019 5:15,0.5,815,815,815
New Jersey,Hudson,4/13/2019 21:45,1,297,297,297
New Jersey,Hudson,4/16/2019 22:30,0.75,2164,2164,2164
New Jersey,Hudson,4/18/2019 21:30,2,1093,1128,1121
New Jersey,Hudson,4/20/2019 13:30,0.25,720,720,720
New Jersey,Hudson,4/23/2019 0:30,0.75,808,809,808
New Jersey,Hudson,4/26/2019 7:45,1,1747,1760,1752
New Jersey,Hudson,4/29/2019 13:15,1.25,921,2203,1177
New Jersey,Hudson,4/30/2019 10:00,1,210,6245,3107
New Jersey,Hudson,4/30/2019 11:30,0.5,877,4706,2792
New Jersey,Hudson,5/3/2019 3:30,1.25,3214,3214,3214
New Jersey,Hudson,5/6/2019 14:45,1,262,272,267
New Jersey,Hudson,5/8/2019 15:15,0.25,735,735,735
New Jersey,Hudson,5/12/2019 13:00,2.25,887,3266,2208
New Jersey,Hudson,5/12/2019 17:45,1.75,840,2089,1221
New Jersey,Hudson,5/13/2019 23:45,1,723,723,723
New Jersey,Hudson,5/14/2019 1:00,0.5,2485,2487,2486
New Jersey,Hudson,5/16/2019 20:45,1.5,339,340,340
New Jersey,Hudson,5/25/2019 23:00,1.75,405,405,405
New Jersey,Hudson,5/29/2019 18:45,0.5,1153,1153,1153
New Jersey,Hudson,6/2/2019 23:15,0.5,3028,3028,3028
New Jersey,Hudson,6/10/2019 10:30,1.75,339,365,358
New Jersey,Hudson,6/11/2019 9:45,0.75,877,895,883
New Jersey,Hudson,6/13/2019 4:45,0.75,554,605,588
New Jersey,Hudson,6/13/2019 12:15,1.25,718,718,718
New Jersey,Hudson,6/13/2019 13:45,0.25,722,722,722
New Jersey,Hudson,6/13/2019 14:15,0.25,647,647,647
New Jersey,Hudson,6/14/2019 15:45,0.25,278,278,278
New Jersey,Hudson,6/14/2019 17:30,0.25,646,646,646
New Jersey,Hudson,6/16/2019 20:15,0.25,409,409,409
New Jersey,Hudson,6/21/2019 13:15,0.75,1313,1316,1315
New Jersey,Hudson,6/26/2019 22:30,1.25,1108,1142,1135
New Jersey,Hudson,7/7/2019 21:15,0.25,942,942,942
New Jersey,Hudson,7/10/2019 11:30,1,1600,1717,1668
New Jersey,Hudson,7/10/2019 16:45,0.25,2449,2449,2449
New Jersey,Hudson,7/11/2019 20:15,6.75,827,1292,880
New Jersey,Hudson,7/12/2019 14:45,1.5,342,343,342
New Jersey,Hudson,7/14/2019 7:30,1.75,1003,1029,1015
New Jersey,Hudson,7/16/2019 15:45,0.25,1478,1478,1478
New Jersey,Hudson,7/16/2019 21:00,1,251,254,252
New Jersey,Hudson,7/18/2019 0:45,0.25,1699,1699,1699
New Jersey,Hudson,7/18/2019 13:15,0.75,547,607,568
New Jersey,Hudson,7/18/2019 14:15,1,266,267,267
New Jersey,Hudson,7/20/2019 22:00,2.25,391,7855,3085
New Jersey,Hudson,7/21/2019 0:45,0.25,308,308,308
New Jersey,Hudson,7/21/2019 1:15,0.75,200,200,200
New Jersey,Hudson,7/21/2019 3:30,0.25,200,200,200
New Jersey,Hudson,7/21/2019 20:30,0.25,1616,1616,1616
New Jersey,Hudson,7/21/2019 21:00,1.25,1651,1828,1722
New Jersey,Hudson,7/21/2019 23:30,2,216,499,373
New Jersey,Hudson,7/22/2019 2:30,3.5,273,2115,1166
New Jersey,Hudson,7/22/2019 6:15,3.25,229,1368,740
New Jersey,Hudson,7/22/2019 17:45,1.75,950,984,961
New Jersey,Hudson,7/22/2019 23:45,0.25,903,903,903
New Jersey,Hudson,7/25/2019 18:15,2,204,205,204
New Jersey,Hudson,7/26/2019 1:30,0.5,3127,4901,4014
New Jersey,Hudson,7/27/2019 7:30,0.5,387,387,387
New Jersey,Hudson,7/29/2019 2:30,0.5,1718,1718,1718
New Jersey,Hudson,7/31/2019 18:45,2,741,9542,2616
New Jersey,Hudson,7/31/2019 21:45,0.25,849,849,849
New Jersey,Hudson,8/2/2019 11:15,1.75,221,271,264
New Jersey,Hudson,8/7/2019 18:45,4,2382,5320,2794
New Jersey,Hudson,8/9/2019 17:45,1,696,3852,2125
New Jersey,Hudson,8/9/2019 19:45,0.5,975,3825,2400
New Jersey,Hudson,8/16/2019 21:30,0.25,1445,1445,1445
New Jersey,Hudson,8/17/2019 19:30,1.25,945,945,945
New Jersey,Hudson,8/18/2019 22:00,3,2617,3743,3452
New Jersey,Hudson,8/19/2019 1:15,0.25,2680,2680,2680
New Jersey,Hudson,8/19/2019 2:00,0.75,2242,2248,2245
New Jersey,Hudson,8/19/2019 4:00,0.25,981,981,981
New Jersey,Hudson,8/19/2019 22:30,1.75,536,2405,1604
New Jersey,Hudson,8/20/2019 20:45,0.25,2663,2663,2663
New Jersey,Hudson,8/25/2019 21:15,0.25,943,943,943
New Jersey,Hudson,8/26/2019 18:00,0.25,944,944,944
New Jersey,Hudson,9/10/2019 17:45,0.75,1273,1275,1274
New Jersey,Hudson,9/16/2019 0:15,0.25,1656,1656,1656
New Jersey,Hudson,9/16/2019 5:45,0.25,22176,22176,22176
New Jersey,Hudson,9/17/2019 1:30,0.25,892,892,892
New Jersey,Hudson,10/2/2019 18:00,0.75,338,6128,3183
New Jersey,Hudson,10/2/2019 20:15,0.5,235,236,236
New Jersey,Hudson,10/3/2019 8:00,3.25,213,1837,1191
New Jersey,Hudson,10/6/2019 7:45,0.5,3050,3286,3168
New Jersey,Hudson,10/7/2019 2:30,0.5,338,338,338
New Jersey,Hudson,10/8/2019 7:00,0.5,2173,2173,2173
New Jersey,Hudson,10/8/2019 15:15,0.5,4233,8458,6346
New Jersey,Hudson,10/11/2019 17:45,0.5,1002,1070,1036
New Jersey,Hudson,10/11/2019 18:45,0.25,1106,1106,1106
New Jersey,Hudson,10/12/2019 2:15,0.25,1411,1411,1411
New Jersey,Hudson,10/13/2019 14:00,0.25,2319,2319,2319
New Jersey,Hudson,10/24/2019 15:15,1.75,345,346,346
New Jersey,Hudson,10/28/2019 21:45,0.75,288,1646,1088
New Jersey,Hudson,11/5/2019 22:30,2,277,309,302
New Jersey,Hudson,11/14/2019 1:15,1.25,351,611,464
New Jersey,Hudson,11/14/2019 17:30,0.75,2489,2490,2490
New Jersey,Hudson,11/17/2019 13:00,1.25,605,976,818
New Jersey,Hudson,11/17/2019 22:45,0.75,2318,4635,3862
New Jersey,Hudson,11/19/2019 3:00,0.5,1019,1021,1020
New Jersey,Hudson,11/20/2019 3:00,4,310,4792,2129
New Jersey,Hudson,11/25/2019 20:00,1,1605,1607,1606
New Jersey,Hudson,11/26/2019 7:45,0.25,1026,1026,1026
New Jersey,Hudson,11/30/2019 15:15,2,765,1245,1158
New Jersey,Hudson,12/2/2019 18:15,0.25,462,462,462
New Jersey,Hudson,12/2/2019 22:30,0.5,525,528,527
New Jersey,Hudson,12/3/2019 23:00,1.75,247,985,856
New Jersey,Hudson,12/8/2019 4:00,0.25,224,224,224
New Jersey,Hudson,12/9/2019 5:30,0.25,205,205,205
New Jersey,Hudson,12/9/2019 6:15,0.75,1466,1492,1475
New Jersey,Hudson,12/11/2019 7:00,3.75,331,575,526
New Jersey,Hudson,12/18/2019 17:30,0.5,2382,2382,2382
New Jersey,Hudson,12/23/2019 10:15,0.25,340,340,340
New Jersey,Hudson,12/27/2019 8:15,1.25,539,539,539
New Jersey,Hudson,12/30/2019 0:30,1.25,1528,2894,1802
New Jersey,Hudson,1/1/2020 16:00,0.25,986,986,986
New Jersey,Hudson,1/5/2020 22:15,0.75,1831,1833,1832
New Jersey,Hudson,1/7/2020 3:15,0.5,339,339,339
New Jersey,Hudson,1/12/2020 13:30,1.25,200,237,222
New Jersey,Hudson,1/12/2020 17:15,1.25,1581,1598,1588
New Jersey,Hudson,1/14/2020 22:30,0.25,637,637,637
New Jersey,Hudson,1/15/2020 14:15,1.5,341,341,341
New Jersey,Hudson,1/25/2020 8:30,2.75,835,1704,995
New Jersey,Hudson,1/25/2020 22:00,4,378,3276,2635
New Jersey,Hudson,1/26/2020 8:15,1,2656,2656,2656
New Jersey,Hudson,1/27/2020 7:45,2.5,1177,2392,1423
New Jersey,Hudson,1/27/2020 12:15,0.25,2899,2899,2899
New Jersey,Hudson,1/28/2020 7:00,0.25,1177,1177,1177
New Jersey,Hudson,2/12/2020 7:15,0.25,1731,1731,1731
New Jersey,Hudson,2/19/2020 6:15,0.25,1079,1079,1079
New Jersey,Hudson,2/20/2020 10:30,0.25,999,999,999
New Jersey,Hudson,2/22/2020 2:45,0.25,247,247,247
New Jersey,Hudson,2/25/2020 17:30,1,406,1317,868
New Jersey,Hudson,3/3/2020 7:30,0.25,9135,9135,9135
New Jersey,Hudson,3/9/2020 6:00,0.25,11233,11233,11233
New Jersey,Hudson,3/12/2020 15:00,0.5,2688,2780,2734
New Jersey,Hudson,3/18/2020 14:00,0.25,303,303,303
New Jersey,Hudson,3/19/2020 10:15,0.25,520,520,520
New Jersey,Hudson,3/22/2020 13:15,0.25,1031,1031,1031
New Jersey,Hudson,3/30/2020 21:45,0.25,522,522,522
New Jersey,Hudson,4/3/2020 18:15,1.5,874,877,876
New Jersey,Hudson,4/9/2020 20:15,0.25,991,991,991
New Jersey,Hudson,4/10/2020 2:30,2.5,219,219,219
New Jersey,Hudson,4/13/2020 14:30,1.75,2449,2544,2488
New Jersey,Hudson,4/13/2020 16:45,2.5,442,2036,1257
New Jersey,Hudson,4/13/2020 19:30,0.75,591,1498,894
New Jersey,Hudson,6/8/2020 15:15,1,912,2432,1293
New Jersey,Hudson,6/11/2020 15:45,1.5,1018,1090,1078
New Jersey,Hudson,6/13/2020 0:15,0.25,525,525,525
New Jersey,Hudson,6/13/2020 0:45,0.75,283,297,288
New Jersey,Hudson,6/13/2020 11:15,1.75,260,353,300
New Jersey,Hudson,6/14/2020 20:00,1,1614,1616,1616
New Jersey,Hudson,6/18/2020 2:00,0.25,473,473,473
New Jersey,Hudson,6/18/2020 21:00,2,2530,24153,13704
New Jersey,Hudson,6/23/2020 9:30,2.75,944,2241,1591
New Jersey,Hudson,6/23/2020 13:00,1.5,220,611,419
